Topic,Count,Name,Representation,Representative_Docs
63,21,63_srí lanka_lanka_srí_turisták,"['srí lanka', 'lanka', 'srí', 'turisták', 'haza keleten', 'fokozódik', 'keleten rekedt', 'szigetország', 'busehr', 'jelentette csütörtökön']","['közölték, mikor indulhatnak haza a közel-keleten rekedt magyar turisták – dróntámadás azerbajdzsán ellen, fokozódik a háború srí lanka humanitárius okokból engedélyezte egy iráni hadihajónak 208 fővel a fedélzetén, hogy kiköthessen – jelentette be csütörtökön anura kumara disszanajake srí lanka-i elnök. a busehr nevű hadihajó azt követően kért kikötési engedélyt egy srí lanka-i kikötőben, hogy az előző nap a szigetország', 'közölték, mikor indulhatnak haza a közel-keleten rekedt magyar turisták – dróntámadás azerbajdzsán ellen, fokozódik a háború srí lanka humanitárius okokból engedélyezte egy iráni hadihajónak 208 fővel a fedélzetén, hogy kiköthessen – jelentette be csütörtökön anura kumara disszanajake srí lanka-i elnök. a busehr nevű hadihajó azt követően kért kikötési engedélyt egy srí lanka-i kikötőben, hogy az előző nap a szigetország', 'közölték, mikor indulhatnak haza a közel-keleten rekedt magyar turisták – dróntámadás azerbajdzsán ellen, fokozódik a háború srí lanka humanitárius okokból engedélyezte egy iráni hadihajónak 208 fővel a fedélzetén, hogy kiköthessen – jelentette be csütörtökön anura kumara disszanajake srí lanka-i elnök. a busehr nevű hadihajó azt követően kért kikötési engedélyt egy srí lanka-i kikötőben, hogy az előző nap a szigetország']"
64,21,64_keletre_pentagon_amerikai_tengerész,"['keletre', 'pentagon', 'amerikai', 'tengerész', 'milliárd', 'amerikai védelmi', 'street journal', 'wall street', 'wall', 'védelmi']","['a pentagon újabb 3000 katonát készül a közel-keletre küldeni a pentagon kb. 3000 katonát készül a közel-keletre vezényelni a hadsereg 82. légiszállítású hadosztályából, kiegészítve a már a térség felé tartó több ezer tengerészgyalogost, akik az iráni műveletek támogatására érkeznek. két meg nem nevezett védelmi tisztviselő megerősítette a tervezett vezénylést', 'wsj: a pentagon tengerészgyalogosokat küld a közel-keletre az egyesült államok a közel-keletre vezényeli az amerikai tengerészgyalogság egyik expedíciós egységét – írta a wall street journal két amerikai tisztviselőre hivatkozva. a lépést azután teszik, hogy irán egyre jobban támadja a hormuzi-szorost és megbénította a stratégiai fontosságú vízi úton a közl', 'wsj: tízezer fős katonai erősítést tervez a pentagon a közel-keletre az amerikai védelmi minisztérium, azaz a pentagon tízezer katona közel-keletre küldését mérlegeli a wall street journal (wsj) értesülése szerint. a cél, hogy donald trump elnöknek több katonai opciója legyen, miközben elvileg az iránnal való tárgyalások is felpöröghetnek. az újonnan a közel-keletre']"
65,21,65_havi_2026_2026 os_ksh,"['havi', '2026', '2026 os', 'ksh', 'önkéntes', 'os', 'nyugdíjasok', 'nettó', 'megelőző', 'közzétette']","['nyugdíjszakértő: hibásan számolt a kormány a 2026-os nyugdíjaknál a 2026 január 1. és december 31. közé eső kezdőnappal megállapítandó nyugdíjak alapját képező nettó havi életpálya-átlagkereset számítása során alkalmazandó valorizációs szorzók 2026-ban 9 százalékkal nőnek a tavaly alkalmazott szorzókhoz képest, a valorizációs kormányrendelet tervezete szerint . fa', '2026-os nyugdíjak: orbán viktor döntött, 90 ezer embert érint az elszámolás hivatalossá vált, miként számolja a kormány a 2026-os nyugdíjakat. a magyar közlönyben megjelent, péntektől hatályos rendelet szerint orbán viktor miniszterelnök úgy döntött, hogy nagy márton gazdasági miniszter tervezetének megfelelően a 2026-ban megállapítandó nyugdíjak alapjául szolgáló életpálya', '2026-os nyugdíj: nagy márton közzétette szorzóit felkerült a kormány honlapjára a 2026-os valorizációs szorzók táblázata, amely alapján az öregségi nyugdíj alapját képző havi átlagkeresetet számolják. a valorizációval a nyugdíjazást megelőző második és a korábbi évek kereseteit a 2025-ös kereseti szinthez igazítják a ksh kedvezmények nélkül számít']"
66,21,66_pintér_polgármester_győr_pintér bence,"['pintér', 'polgármester', 'győr', 'pintér bence', '4ig', 'győri', 'polgármestere', 'fideszes', 'mondjon', 'választási']","['győr ellenzéki polgármestere megbeszélésre hívta volna a városába érkező orbán viktort, a 4ig erre visszavonta az akkreditációját „miután megtudtam, hogy orbán viktor március 2-án győrbe látogat a 4ig csoport és a rába járműipari holding meghívására szervezett eseményre – ahová engem és alpolgármester urat is invitált a cég –, február 24-én meghívót küldtem miniszterelnök úrnak” – írta győr ellenzéki polgármestere a facebook-o', 'pintér bence: harmadik alkalommal ülünk most úgy a díszteremben, hogy a fidesz megfutamodott „jövő hétfőn ismét kísérletet teszünk, hogy elfogadjuk győr költségvetését” – jelentette be pintér bence, mivel ismét határozatképtelen volt a képviselő-testület, így a vitát meg sem tudta nyitni. a város ellenzéki polgármestere felsorolta, miket tartalmaz a költségvetés, amiről tárgyalni kellene: e', 'találkozót kért orbántól, erre a 4ig visszavonta a győri polgármester meghívását –\xa0a cég szerint azonban más történt miután kiderült, hogy orbán viktor miniszterelnök március 2-án győrbe látogat a 4ig csoport és a rába járműipari holding közös rendezvényére, a város polgármestere, pintér bence személyes egyeztetést kezdeményezett a miniszterelnökkel – derült ki a városvezető péntek délutáni facebook-posztjából . p']"
67,21,67_szavazat ára_szavazat_demokrácia_központot,"['szavazat ára', 'szavazat', 'demokrácia', 'központot', 'ára című', 'választási', 'választási csalások', 'dokumentumfilm', 'csalások', 'létre']","['demokrácia központot állít fel a fidesz, a „tiszás választási csalásokat” figyelik majd demokrácia központot hoz létre a tiszás választási csalások megakadályozására a fidesz, miután az elmúlt hetek eseményei azt mutatják, hogy a tiszás jelöltek és a mögöttük állók minden határt átlépnek a választási kampányban – jelentette be pénteki sajtótájékoztatóján, budapesten dömötör csaba , a f', 'a fidesz demokrácia központot hoz létre a választás idejére „demokrácia központot hoz létre a tiszás választási csalások megakadályozására a fidesz, miután az elmúlt hetek eseményei azt mutatják, hogy a tiszás jelöltek és a mögöttük állók minden határt átlépnek a választási kampányban” – jelentette be az mti tudósítása szerint dömötör csaba, a fidesz európai', 'dömötör csaba: a fidesz demokrácia központot hoz létre a tiszás választási csalások megakadályozására demokrácia központot hoz létre a tiszás választási csalások megakadályozására a fidesz, miután az elmúlt hetek eseményei azt mutatják, hogy a tiszás jelöltek és a mögöttük állók minden határt átlépnek a választási kampányban – jelentette be pénteki sajtótájékoztatóján dömötör csaba, a fidesz európai']"
68,20,68_ice_belbiztonsági_miniszterét_tömeges,"['ice', 'belbiztonsági', 'miniszterét', 'tömeges', 'trump', 'ügynökeit', 'donald', 'szövetségi', 'elnök csütörtökön', 'igazságügyi']","['az egyesült államok közlekedési hatósága utasadatokat adott át az ice-nak, hogy ki tudják szűrni a bevándorlókat az egyesült államok bevándorlási és vámhatósága (ice) több mint 800 embert tartóztatott le olyan információk alapján, amelyeket a szövetségi repülőtéri biztonsági hatóságok osztottak meg velük donald trump elnökségének kezdetétől 2026 februárjáig, derül ki a reuters által átnézett belső ice-adatokbó', 'franciaágyas kormánygépen utazgat kabinetfőnökével a tömeges deportálásokat vezénylő amerikai miniszter elkezdték fenni a késeket a trump-adminisztráción belül az amerikai idegenrendészetet (ice) munkáját felügyelő kristi noem belbiztonsági miniszterre. a fehér ház magas rangú tisztviselőit már hosszú ideje frusztrálta noem és nem hivatalos kabinetfőnöke, a széles körben a szeretőjeként elkönyvelt cor', 'az ice ügynökeit vezényli donald trump az amerikai repülőterekre, ahol már 3-4 órát is sorba kell állni a trump-kormány bejelentette, hogy a szövetségi bevándorlási rendészet (ice) embereit vezénylik az amerikai repülőterekre, a fizetés nélkül maradt szövetségi biztonsági alkalmazottak pótlására, illetve a biztonsági ellenőrzőpontoknál egyre hosszabbá váló sorok felszámolására. hétvégi adatok szerint']"
69,20,69_európai_megállapodás_kereskedelmi_eu,"['európai', 'megállapodás', 'kereskedelmi', 'eu', 'ep', 'európai parlament', 'európai bizottság', 'unió', 'európai unió', 'ideiglenesen']","['májustól alkalmazza az eu a mercosurral kötött szabadkereskedelmi egyezményt az európai unió hétfőn megküldte az eu–mercosur ideiglenes kereskedelmi megállapodás ideiglenes alkalmazásáról szóló okiratot a mercosur-országoknak – közölte az európai bizottság magyarországi képviselete. a megállapodás így május 1-jétől ideiglenesen alkalmazandó lesz az eu és minden olyan mercosu', 'az eu ideiglenesen hatályba léptette a mercosur-egyezményt, a fidesz és a tisza egyaránt tiltakozott a lépés ellen az európai bizottság megkezdi a mercosur-megállapodás ideiglenes alkalmazását – jelentette be ursula von der leyen, az európai bizottság elnöke brüsszelben pénteken. a lépésre azt követően került sor, hogy a két első mercosur-ország, uruguay és argentína csütörtökön ratifikálta a dél-amerikai közös', 'elfogadhatatlannak tartja a tisza a mercosurral kötött szabadkereskedelmi egyezmény hatályba léptetését „a tisza ep-delegációja elfogadhatatlannak tartja az európai bizottság döntését az eu–mercosur megállapodás kereskedelmi pillérének ideiglenes alkalmazásáról” – írta a tisza párt egy pénteki közleményben. a közleménnyel arra reagáltak, hogy ursula von der leyen, az európai bizottság elnöke pénteken']"
70,20,70_kábítószer_kábítószer kereskedelem_hónapra_rendőrség,"['kábítószer', 'kábítószer kereskedelem', 'hónapra', 'rendőrség', 'drogot', 'kereskedelem', 'tonna', 'foglaltak', 'kocsmát', 'zalaegerszegi']","['a rendőrség egy hónapra bezáratta a turbinát a drogtörvényre hivatkozva a helyszínen történt kábítószer-kereskedelem miatt a hatóságok szerda délelőtt egy hónapra bezáratták a viii. kerületi turbina nevű szórakozóhelyet – derült ki a szórakozóhely ajtajára kihelyezett tájékoztatóból. a turbina közölte lapunkkal, hogy februárban a rendőrség heteken keresztül fedett akció', 'már egy kecskeméti kis kocsmát is bezárattak ideiglenesen kábítószer-kereskedelem miatt egy kecskeméti kocsmát is bezártak ideiglenesen kábítószer-kereskedelem miatt, számolt be egy helyi lap, a kecsup . „a büntető törvénykönyvről szóló 2012. évi c. törvény 176.§-ába ütköző kábítószer-kereskedelem miatt büntetőeljárás indult, ezért a kecskeméti rendőrkapitányság az üzletet ideiglenesen', 'a rendőrség két hónapra bezáratta az arzenált a drogtörvényre hivatkozva kábítószer-kereskedelem miatt hatóságok péntek délelőtt két hónapra bezáratták a ix. kerületi arzenál nevű szórakozóhelyet – derül ki a rendőrség közleményéből. a rendőrség szerint február 21-én egy 22 éves kábítószer-kereskedőt fogtak a klubban, akinél 69 ecstasy tablettát találtak az alsóneműjében']"
71,20,71_tonna_olaszország_vecsési_hungária,"['tonna', 'olaszország', 'vecsési', 'hungária', 'lengyelország', 'fogyasztóvédelmi', 'nyomtalanul', 'bővült', '12', 'szervezet']","['annyira szeretné tudni a nestlé, hova tűnt a 12 tonna ellopott kitkat, hogy külön csokifigyelő oldalt nyitott egy hete sincs, hogy a nestlé közölte, ismeretlenek nyomtalanul lenyúltak 12 tonna kitkat csokoládét valahol olaszország és lengyelország között. a közösségi médiában később ébredők közül sokan április elsejei tréfának gondolták a hírt, ezért a cég most megerősítette , erről szó sincs, valaki tényle', 'elloptak 12 tonnányi kitkatet, európa-szerte csokihiány lehet húsvétkor tolvajok nyomtalanul lenyúltak 12 tonna kitkat csokoládét valahol olaszország és lengyelország között – tudatta szombaton a nestlé. összesen 413\u202f793 darab kitkat csokoládét teherautóval indítottak útnak olaszország középső részéről azzal a szándékkal, hogy a csokikat európa több pontján terítsék, de', 'teherautóstól nyúltak le 12 tonna kitkatet, húsvétra csokihiány lehet az európai üzletekben tolvajok nyomtalanul lenyúltak 12 tonna kitkat csokoládét valahol olaszország és lengyelország között – tudatta szombaton a nestlé. a 413\u202f793 darab kitkat csokoládét teherautóval indították útnak olaszország középső részéről azzal a szándékkal, hogy a csokikat európa több pontján terítsék, de lengye']"
72,20,72_eltűnnek_felszólalásával_grexa liliána_liliána,"['eltűnnek', 'felszólalásával', 'grexa liliána', 'liliána', 'tavaszi ülésszaka', 'ülésszaka', 'grexa', 'beszédére', 'véleményt', 'mindannyian']","['orbán viktor a parlamenti ellenzéknek: önök mindannyian az ukránok oldalára álltak, nagyon helyes, hogy eltűnnek innen hétfő délután elkezdődött a 2022-ban alakult magyar országgyűlés utolsó, tavaszi ülésszaka, amely orbán viktor miniszterelnök felszólalásával indult. a kormányfő beszédére az ellenzéki és a kormánypárti frakciók reagáltak, a kritikáikról orbán mondott véleményt.\n\ngrexa liliána ukrán nemzetiségi szós', 'orbán viktor a parlamenti ellenzéknek: önök mindannyian az ukránok oldalára álltak, nagyon helyes, hogy eltűnnek innen hétfő délután elkezdődött a 2022-ban alakult magyar országgyűlés utolsó, tavaszi ülésszaka, amely orbán viktor miniszterelnök felszólalásával indult. a kormányfő beszédére az ellenzéki és a kormánypárti frakciók reagáltak, a kritikáikról orbán mondott véleményt.\n\ngrexa liliána ukrán nemzetiségi szós', 'orbán viktor a parlamenti ellenzéknek: önök mindannyian az ukránok oldalára álltak, nagyon helyes, hogy eltűnnek innen hétfő délután elkezdődött a 2022-ban alakult magyar országgyűlés utolsó, tavaszi ülésszaka, amely orbán viktor miniszterelnök felszólalásával indult. a kormányfő beszédére az ellenzéki és a kormánypárti frakciók reagáltak, a kritikáikról orbán mondott véleményt.\n\ngrexa liliána ukrán nemzetiségi szós']"
73,20,73_legfőbb vezetője_védelmi miniszter_hegseth_vezetője modzstaba,"['legfőbb vezetője', 'védelmi miniszter', 'hegseth', 'vezetője modzstaba', 'irán legfőbb', 'vezetője', 'szenvedhetett', 'legfőbb', 'modzstaba', 'modzstaba hamenei']","['az amerikai védelmi miniszter szerint irán új legfőbb vezetője csonkolásos sérülést szenvedhetett pete hegseth védelmi miniszter arról beszélt egy pentagonban tartott sajtótájékoztatón, hogy irán új legfőbb vezetője, modzstaba hamenei megsebesült és valószínűleg csonkolásos sérüléseket szenvedett. hegseth ezzel megerősítette azokat a jelentéseket, melyek szerint az 56 éves új iráni vezető is meg', 'az amerikai védelmi miniszter szerint irán új legfőbb vezetője csonkolásos sérülést szenvedhetett pete hegseth védelmi miniszter arról beszélt egy pentagonban tartott sajtótájékoztatón, hogy irán új legfőbb vezetője, modzstaba hamenei megsebesült és valószínűleg csonkolásos sérüléseket szenvedett. hegseth ezzel megerősítette azokat a jelentéseket, melyek szerint az 56 éves új iráni vezető is meg', 'az amerikai védelmi miniszter szerint irán új legfőbb vezetője csonkolásos sérülést szenvedhetett pete hegseth védelmi miniszter arról beszélt egy pentagonban tartott sajtótájékoztatón, hogy irán új legfőbb vezetője, modzstaba hamenei megsebesült és valószínűleg csonkolásos sérüléseket szenvedett. hegseth ezzel megerősítette azokat a jelentéseket, melyek szerint az 56 éves új iráni vezető is meg']"
74,19,74_kijevi_bekérette_nagykövetet_ukrán,"['kijevi', 'bekérette', 'nagykövetet', 'ukrán', 'nagykövetségi', 'szijjártó', 'szijjártó péter', 'ukrán külügyminisztérium', 'külügyminisztérium', 'magyarország']","['ukrajna bekérette a magyar nagykövetet a kijevi külügyminisztérium bekérette heizer antalt, magyarország ukrajnai nagykövetét – írja az interfax . az ukrán külügyminisztérium közleménye szerint heizernek átadott a diplomáciai jegyzékben „határozottan tiltakoztak” magyarország „súlyos nemzetközi jogsértései” miatt, amelyek többek között é', 'szijjártó péter bekérette az ukrán nagykövetet a „kényszersorozás” miatt bekérették az ukrán nagykövetet a külgazdasági és külügyminisztériumba az ukrajnai kényszersorozás miatt, amely szijjártó péter külügyminiszter szerint két újabb magyar nemzetiségű fiatalt érint, közölte a tárcát vezető szijjártó péter hétfőn budapesten. (ukrajnában nincs sorkatonaság, így a kénysze', 'szijjártó bekérette az ukrán nagykövetet bekérették az ukrán nagykövetet a külgazdasági és külügyminisztériumba a szomszédos országban továbbra is zajló kényszersorozás miatt, amelynek két újabb magyar nemzetiségű fiatal esett áldozatául – közölte szijjártó péter külügyminiszter hétfőn budapesten. szijjártó azt közölte, hogy szerinte ukraj']"
75,19,75_iskolát_iskola_vizsgálat_ért,"['iskolát', 'iskola', 'vizsgálat', 'ért', 'előzetes', 'york times', 'iráni', 'csapásban', 'felelősséget', 'felelős']","['trump már azt állítja, hogy az irániak bombázták le az iráni lányiskolát az iskola maradványai fotó:\n                ali najafi/afp donald trump elnök szombaton iránra hárította a felelősséget az irán déli részén található általános iskola elleni támadásért, amelyben legalább 168 gyermek és 14 tanár halt meg. ez ellentmond a nagy világlapok, számos szakértő és egy állító', 'az előzetes vizsgálat arra utal, hogy elavult adatokra támaszkodva az amerikaiak rombolhatták le az iráni iskolát az egyesült államok lehet a felelős az iránban az amerikai–izraeli légicsapások első napján egy iráni iskolát ért támadásért, derült ki több lapnak nyilatkozó névtelen források szerint az ügyben indított és még zajló vizsgálat előzetes eredményeiből. erről a new york times számolt be elsőként márciu', 'new york times: az egyesült államok a felelős az iráni lányiskolát ért rakétatámadásért a hadsereg vizsgálata szerint az amerikai előzetes vizsgálat megállapította, hogy az egyesült államok felelős az iráni lányiskolát ért rakétatámadásért, amely nagyjából 170 ember, köztük több mint 100 gyerek halálát okozta, és valószínűleg elavult hírszerzési információk állhattak a háttérben – írta a new york times amerikai tis']"
76,19,76_alpolgármester_nő_alpolgármestere_súlyosan,"['alpolgármester', 'nő', 'alpolgármestere', 'súlyosan', 'sárvári', 'lemondott', 'bántalmazta', 'dolgozott', 'bántalmazott', 'dolgozni']","['„szarrá vert a fideszes alpolgármester” – súlyosan bántalmazott egy nőt szentmártonkáta alpolgármestere, aki tagad, de lemond pozíciójáról súlyosan bántalmazta szentmártonkáta alpolgármestere, bodor andrás – írta meg egy nő vasárnapra virradó éjszaka a facebookon. bordás-pauza gréta képeket is megosztott a sérüléseiről. mint írta: szentmártonkátán voltam a férjemmel kolbásztöltő fesztiválon, ahol is némi iszogatás után szóváltásba eleg', 'lemondott szentmártonkáta alpolgármestere, miután arról számolt be egy nő, hogy súlyosan bántalmazta őt a kolbásztöltő fesztiválon szombaton hajnalban arról posztolt egy nő, hogy a szentmártonkátai kolbásztöltő fesztiválon némi iszogatás után szóváltásba keveredett a település alpolgármesterével, bodor andrással. a nő állítása szerint a vitájukat az indította el, hogy az alpolgármester még a szeptemberi falunapon „volt olyan ke', 'lemondott a szentmártonkátai alpolgármester, akiről egy nő azt állítja, súlyosan bántalmazta lemondott bodor andrás, szentmártonkáta alpolgármestere, miután egy nő azt állította róla, hogy szombaton súlyosan bántalmazta őt a település kolbásztöltő fesztiválján. az alpolgármester szerint ez alaptalan és valótlan vádaskodás. a nő a fesztiválon járt a férjével, amikor szóváltásba kerültek az a']"
77,18,77_novák_hunor_háziorvos_orvos,"['novák', 'hunor', 'háziorvos', 'orvos', 'ára című', 'szavazat ára', 'dokumentumfilmben', 'testvére', 'szavazat', 'dúró']","['novák előd válaszolt arra, hogy testvére szerint ő és dúró dóra nem is oltásellenes dóri, előd és a védőoltások címmel közölt egy hosszabb bejegyzést novák hunor gyerekorvos,\xa0a mi hazánk alelnökének, novák elődnek a testvére, aki így dúró dórának , a radikális párt elnökhelyettesének is a sógora. a mi hazánk képviselői évek óta kampányolnak azért, hogy a kötelező védőoltások a jövő', 'novák hunor: a dunavarsányi kamuoltásokat beadó orvos az oltáselleneseket jól lehúzta, a többi gyereket viszont beoltotta novák hunor gyermekorvos – az oltásellenes mi hazánk politikusának, novák elődnek a testvére – azt írja , hogy a kötelező oltásokról hamis igazolásokat kiállító dunavarsányi orvos a nem oltásellenes szülők gyerekeit beoltotta. a dunavarsányi gyermekorvost és asszisztensét annak gyanújával tartóztatt', 'novák hunor a testvére, novák előd és dúró dóra oltásellenességéről írt, úgy tudja, a gyerekeik be vannak oltva hosszú facebook-posztban ír az ismert gyerekorvos, novák hunor a fivére és annak felesége, a szélsőjobbos mi hazánk-politikus novák előd és dúró dóra oltásellenességéről. „a családom nem oltásellenes, tudomásom szerint minden testvérem és összes testvérem összes gyermeke is oltva van: elsősorban éde']"
78,18,78_irány_budai várban_veszélyek_megköszönte,"['irány', 'budai várban', 'veszélyek', 'megköszönte', 'várban', 'erejében', 'igazságtalan', 'hiszünk', 'szeretet', 'kampányzáróján']","['orbán viktor budapesten: rendíthetetlenül hiszünk a szeretet és az összefogás erejében orbán viktor miniszterelnök a veszélyek koráról, a tapasztalat fontosságáról és a biztos irány szükségességéről beszélt a fidesz–kdnp szombati kampányzáróján. a budai várban rendezett eseményen megköszönte a támogatást az elmúlt, szerinte igazságtalan és nehéz négy évben. a választás tétjének a béke', 'orbán viktor budapesten: rendíthetetlenül hiszünk a szeretet és az összefogás erejében orbán viktor miniszterelnök a veszélyek koráról, a tapasztalat fontosságáról és a biztos irány szükségességéről beszélt a fidesz–kdnp szombati kampányzáróján. a budai várban rendezett eseményen megköszönte a támogatást az elmúlt, szerinte igazságtalan és nehéz négy évben. a választás tétjének a béke', 'orbán viktor budapesten: rendíthetetlenül hiszünk a szeretet és az összefogás erejében orbán viktor miniszterelnök a veszélyek koráról, a tapasztalat fontosságáról és a biztos irány szükségességéről beszélt a fidesz–kdnp szombati kampányzáróján. a budai várban rendezett eseményen megköszönte a támogatást az elmúlt, szerinte igazságtalan és nehéz négy évben. a választás tétjének a béke']"
79,18,79_srí_srí lanka_lanka_hajó,"['srí', 'srí lanka', 'lanka', 'hajó', 'partjainál', 'öbölben', 'perzsa', 'vízi', 'haditengerészet', 'tartályhajó']","['harminc embert mentettek ki egy süllyedő iráni hajóról srí lanka közelében a srí lanka-i hadsereg legalább harminc embert mentett ki egy süllyedő iráni hajóról az ország felségvizei közelében – mondta a parlamentben vijitha herath külügyminiszter. a srí lanka-i haditengerészet egy segélykérés után indított mentőakciót az iráni hajóhoz – közölte korábban a védelmi minisztér', 'srí lanka 32 embert mentett ki egy süllyedő iráni hadihajóról, több mint százan eltűnhettek a srí lanka-i haditengerészet megerősítette, hogy 32 embert mentettek ki, miután hajnalban vészjelzést kaptak az iráni haditengerészet iris dena nevű hajójáról. budhika sampath haditengerészeti szóvivő szerint a mentésre azért indultak el, mert bár a hajó nem srí lanka felségvizein volt, a térség az', 'közel 150-en eltűnhettek, miután elsüllyedt egy iráni hadihajó srí lanka közelében elsüllyedt egy iráni hadihajó srí lanka felségvizei közelében. az iris dena nevű, 180 fős legénységgel rendelkező fregattról 32 embert mentett ki a srí lanka-i haditengerészet, közel 150 ember eltűnhetett. vijitha herath, srí lanka-i külügyminiszter azt mondta, hogy a hajó reggel vészjelzést adott l']"
80,18,80_katonák_szolgáló_magyar katonák_nemzetek,"['katonák', 'szolgáló', 'magyar katonák', 'nemzetek', 'kecskemétre', 'épségben', 'atlanti', 'tanácsadó', 'szerződés', 'sértetlenül']","['iráni háború: trump a meghalt amerikai katonák fogadási ceremóniáján az irán elleni amerikai–izraeli háború március 18-i eseményeiről itt olvashat .\n\népségben és sértetlenül megérkeztek kecskemétre a nato iraki tanácsadó és kiképző missziójában szolgáló magyar katonák, akiket más nemzetek katonáival együtt azután vontak ki bagdadból, hogy az észak-atlanti szerződés s', 'iráni háború: trump a meghalt amerikai katonák fogadási ceremóniáján az irán elleni amerikai–izraeli háború március 18-i eseményeiről itt olvashat .\n\népségben és sértetlenül megérkeztek kecskemétre a nato iraki tanácsadó és kiképző missziójában szolgáló magyar katonák, akiket más nemzetek katonáival együtt azután vontak ki bagdadból, hogy az észak-atlanti szerződés s', 'iráni háború: trump a meghalt amerikai katonák fogadási ceremóniáján az irán elleni amerikai–izraeli háború március 18-i eseményeiről itt olvashat .\n\népségben és sértetlenül megérkeztek kecskemétre a nato iraki tanácsadó és kiképző missziójában szolgáló magyar katonák, akiket más nemzetek katonáival együtt azután vontak ki bagdadból, hogy az észak-atlanti szerződés s']"
81,18,81_zelenszkij_drónokat_zelenszkij ukrán_volodimir,"['zelenszkij', 'drónokat', 'zelenszkij ukrán', 'volodimir', 'volodimir zelenszkij', 'drónok', 'ukrajna', 'ukrán elnök', 'kért segítséget', 'ukrajnától']","['zelenszkij elfogó drónokat cserélne amerikai rakétákra ukrajna kész arra, hogy hazai gyártmányú elfogó drónokat adjon a közel-keleti országoknak amerikai gyártmányú légvédelmi rakétákért cserébe, melyekre ukrajnának sürgősen szüksége van, jelentette be kedden volodimir zelenszkij ukrán elnök. irán ugyanolyan shahed drónokkal támadja az öböl menti ország', 'zelenszkij: több ország is ukrajnától kért segítséget a drónok elleni harchoz volodimir zelenszkij ukrán elnök hétfőn hosszú posztban írt az x-en az iráni háborúról, miután a kabinetjével részletesen tárgyaltak arról, hogy milyen hatással van a konfliktus a régióra, a globális piacokra és ukrajna szövetségeseire. emellett olyan kéréseket is megvizsgáltak, melyekben különböző', 'zelenszkij: több ország is ukrajnától kért segítséget a drónok elleni harchoz volodimir zelenszkij ukrán elnök hétfőn hosszú posztban írt az x-en az iráni háborúról, miután a kabinetjével részletesen tárgyaltak arról, hogy milyen hatással van a konfliktus a régióra, a globális piacokra és ukrajna szövetségeseire. emellett olyan kéréseket is megvizsgáltak, melyekben különböző']"
82,18,82_kubai_baráti_donald trump_tüzet,"['kubai', 'baráti', 'donald trump', 'tüzet', 'marco', 'trump', 'donald', 'lehetőségét', 'marco rubio', 'nyitottak']","['molotov-koktél a fedélzeten, tűzpárbaj a vízen: kuba terrorizmussal vádolja egy amerikai csónak legénységét a kubai határőrök tüzet nyitottak egy amerikai lajstromjelű motorcsónakra, négy ember meghalt. kuba szerint a legénység illegálisan próbált meg belépni kubába, a motorcsónakon tartózkodó négy halott és hat sebesült pedig mind az egyesült államokban élő kubai állampolgár volt, írja a bbc. a kubai hat', 'tizenháromezer lőszer volt a kubára támadó kubai emigránsoknál újabb részleteket derültek ki a két nappal ezelőtt a kubai partok közelében lezajlott tűzpárbajról. a kubai fegyveres erők négy támadót megöltek, hatot megsebesítettek. a kubai hatóságok most azt közölték, hogy a kubai emigránsokból álló csoport 13 ezer lőszerrel, 13 puskával és 11 pisztollyal volt', 'a kubai hadsereg több embert megölt egy amerikai motorcsónak fedélzetén, miután a legénység tüzet nyitott egy járőrhajóra a kubai fegyveres erők megöltek négy embert, további hatot pedig megsebesítettek, miután azok egy florida államban lajstromozott motorcsónakkal behatoltak kuba felségvizeire, és tüzet nyitottak egy járőrhajóra – írja a bbc . a belügyminisztérium közleménye szerint az áldozatok kubai állampolgárok vo']"
83,18,83_pálinkás_pálinkás szilveszter_szilveszter_kérdezhetett,"['pálinkás', 'pálinkás szilveszter', 'szilveszter', 'kérdezhetett', 'zsinórban', 'gulyás', 'pintér', 'bobrovniczky kristóf', 'telex', 'kristóf']","['pálinkás százados elmondta, hogyan próbálta lebeszélni a miniszter arról, hogy kitálaljon kedden ismét a telex stúdiójában újra megszólalt pálinkás szilveszter százados, ezúttal arról mesélt részletesen, hogy mivel próbálta őt rávenni szalay-bobrovniczky kristóf honvédelmi miniszter arra, hogy ne adjon interjút. az ajánlatok mellett elmondta azt is, hogy a legutóbbi interjú megjelenése u', 'pálinkás szilveszter elmondta, hogyan próbálták rávenni, hogy ne álljon a nyilvánosság elé „az, hogy elhallgassam az igazságot, nem megvásárolható” – jelentette ki pálinkás szilveszter százados a telexnek adott második, kedd reggel megjelent interjúban , amiben megosztotta, hogy milyen ajánlatokkal próbálta szalay-bobrovniczky kristóf honvédelmi miniszter lebeszélni arról, hogy a nyilváno', 'pálinkás szilveszter állítja, new york-i állást is ajánlott neki a miniszter, ha nem ad interjút miután szalay-bobrovniczky kristóf „valamilyen fura módon” megtudta, hogy pálinkás szilveszter százados interjút akar adni a telexnek, több ajánlatot tett neki, hogy megpróbálja lebeszélni. minderről pálinkás szilveszter számolt be a telexnek a kedd délelőtt megjelent interjúban : „az első ajánlat a']"
